"SiteName","SiteID","PrimaryUse","Borough","AreaHa","Easting","Northing","Qualifier","DataSource","DataVersion","ReleaseDate","Copyright"
"Marsh Lane Playing Fields","OS_WF_0185","Playing fields","Waltham Forest",14.9072,536915,186847,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ive Farm Sports Ground","OS_WF_0186","Playing fields","Waltham Forest",4.2426,537287,186685,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Maynard Reservoirs","OS_WF_0189","Reservoir","Waltham Forest",36.3155,535406,189742,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Memorial Park","OS_WF_0191","Park","Waltham Forest",3.8125,537549,192412,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Millfield Avenue Housing Green","OS_WF_0193","Amenity green space","Waltham Forest",0.3580,536380,190674,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Acacia Road Playground","OS_WF_0194","Play space","Waltham Forest",0.1712,539648,186534,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"New River Track","OS_WF_0197","Walking/cycling route","Waltham Forest",3.3806,535603,187273,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Oak Hill Crescent","OS_WF_0204","Amenity green space","Waltham Forest",0.1224,538967,191231,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Organ Lane East","OS_WF_0210","Walking/cycling route","Waltham Forest",0.3158,538568,193773,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Peel Close Green","OS_WF_0214","Formal garden","Waltham Forest",0.2491,537583,193750,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Pimp Hall Nature Reserve","OS_WF_0215","Nature reserve","Waltham Forest",1.3241,538834,193782,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Pimp Hall Park","OS_WF_0216","Park","Waltham Forest",2.7731,538937,193689,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ridgeway Park","OS_WF_0223","Park","Waltham Forest",5.2970,537823,193721,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ropers Avenue Green","OS_WF_0229","Amenity green space","Waltham Forest",0.1532,538040,192146,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Rolls Sports Ground","OS_WF_0230","Playing fields","Waltham Forest",5.9393,538120,192029,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Blades & Salisbury Hall Playing Fields","OS_WF_0232","Playing fields","Waltham Forest",7.3698,537152,191539,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Sewardstone Fields - Valley Golf Course","OS_WF_0235","Golf course","Waltham Forest",3.4295,537666,195837,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Sidmouth Park","OS_WF_0238","Park","Waltham Forest",0.7969,538244,186572,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Skeltons Lane Park","OS_WF_0240","City farm","Waltham Forest",0.7865,537883,187533,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Gunsite Playing Fields","OS_WF_0241","Amenity green space","Waltham Forest",2.1177,536753,191285,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Britannia Playing Fields","OS_WF_0242","Playing fields","Waltham Forest",3.4169,536896,191087,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Tyne Acre Playing Fields","OS_WF_0243","Playing fields","Waltham Forest",1.8530,536757,191076,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St James Park (Waltham Forest)","OS_WF_0247","Park","Waltham Forest",3.8243,536066,188286,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Mary's Churchyard, Walthamstow","OS_WF_0249","Cemetery/churchyard","Waltham Forest",1.1229,537864,189239,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Mary's Church (Waltham Forest)","OS_WF_0251","Cemetery/churchyard","Waltham Forest",0.9196,537645,186859,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Patricks Roman Catholic Cemetery","OS_WF_0252","Cemetery/churchyard","Waltham Forest",9.3464,538711,186264,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Peter & St Pauls Churchyard","OS_WF_0254","Cemetery/churchyard","Waltham Forest",0.5748,538578,194369,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chingford Green","OS_WF_0256","Park","Waltham Forest",0.6241,538600,194402,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Stoneydown Park & Gardens","OS_WF_0258","Park","Waltham Forest",1.4108,536099,189222,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Copse","OS_WF_0262","Public woodland","Waltham Forest",0.5352,539752,194134,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Hale","OS_WF_0265","Amenity green space","Waltham Forest",0.1704,538557,191156,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Wild Marsh East (Tottenham Marshes)","OS_WF_0269","Nature reserve","Waltham Forest",14.1103,535671,190994,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
